Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,middleFloor
11935,27,2.0,64.71183493873933,40.39106038005489,1.0,15,18.0,1977.0,0.211401214,1,1,9,1892,0,900.0,0,1,1,127200.02651097006,1.0
11852,48,1.0,41.668649656506325,20.207761889892915,10.0,19,22.0,1996.0,0.041124634,1,1,46,9515,5,900.0,1,10,1,215083.96905610108,1.0
6641,54,3.0,118.90761184257369,74.21833323267974,0.0,2,13.0,1977.0,0.006076152,1,1,30,5285,0,645.0,6,6,1,571069.0526003882,1.0
7704,150,3.0,62.180535989371776,44.169694075407364,5.0,4,5.0,1964.0,0.020741326,1,1,24,5613,5,1340.0,2,5,1,241718.0995266293,1.0
5073,74,2.0,82.66791473448255,51.598671845647445,1.0,16,17.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,244145.8270685723,1.0
4378,27,3.0,106.95887123511149,66.76031100539315,0.0,17,20.0,2018.0,0.072157581,1,1,2,629,1,900.0,0,0,0,337299.86793644377,1.0
7550,23,2.0,64.55620925344805,40.29392379820339,1.0,8,17.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,173910.92372317292,1.0
8054,23,1.0,42.53004325868857,26.545894531568386,1.0,3,9.0,2014.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,95338.19854860756,1.0
522,11,2.0,48.37223191245333,31.00758147862463,6.0,4,9.0,1972.0,0.00016967599999999998,1,1,36,5992,0,900.0,1,1,1,213374.16640304858,1.0
89,50,2.0,39.43535081853332,23.37768698871145,7.0,9,9.0,1965.0,0.007658515,1,1,35,7077,56,2301.0,3,19,1,283877.6171417454,0.0
4785,61,1.0,41.7651555000357,19.343185677164602,9.0,12,16.0,1984.0,0.300322518,1,1,52,10311,6,900.0,1,9,1,189007.23894421052,1.0
13253,27,2.0,63.679115983087094,37.275774657400376,1.0,9,15.0,1977.0,0.017647053,1,1,2,469,0,900.0,0,0,1,178721.70633739038,1.0
13905,44,1.0,34.7672268816687,18.209648101536544,6.0,7,9.0,1972.0,0.036122292,1,1,24,4378,0,1036.0,1,1,1,154928.80993818038,1.0
8384,90,2.0,42.17678220950818,28.085689937853193,5.0,2,5.0,1965.0,0.265088676,1,1,37,5288,0,1937.0,3,2,1,176344.82040566398,1.0
6486,200,3.0,85.28038875664878,58.447967179062545,9.0,6,9.0,1960.0,0.0,1,1,33,7425,1,900.0,2,5,1,402871.91631724115,1.0
11703,23,1.0,41.11876598003856,25.665020332452954,1.0,4,17.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,103510.22360146276,1.0
14591,43,2.0,43.701661788670734,26.350358249023103,5.0,5,9.0,1961.0,0.015016892,1,1,17,3079,59,2890.0,0,8,1,287056.01254272985,1.0
8224,177,3.0,77.8739361356098,48.99113289942049,12.0,9,25.0,2012.0,0.0,1,1,36,6714,2,2672.0,0,2,1,191550.1213566216,1.0
9371,23,2.0,60.503248324677,37.76419504384234,0.0,16,19.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,229778.0579017187,1.0
10739,99,2.0,45.257138805377025,32.61382570011897,5.0,4,5.0,1971.0,0.033493708,1,1,66,10573,1,1322.0,3,8,1,171266.94942738526,1.0
1853,101,3.0,58.4198155580721,37.27561392063118,5.0,5,5.0,1963.0,0.225824954,0,1,41,6558,7,1548.0,3,2,1,197456.9208142761,0.0
9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,196078.90728935658,1.0
175,23,2.0,58.692132931238426,36.63375466487803,1.0,16,17.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,184501.01122512695,1.0
10521,38,3.0,104.21139562017449,65.04542448485631,0.0,20,23.0,2017.0,0.060753049,1,1,15,2787,2,520.0,0,7,1,435462.0480700058,1.0
7008,21,2.0,48.85174210675611,33.533432105863035,5.0,5,5.0,1970.0,0.194489265,1,1,47,8004,3,125.0,3,5,1,183826.31652243072,0.0
1821,23,2.0,49.929488622133064,31.16439197854599,1.0,9,12.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,88464.4253950588,1.0
14292,103,1.0,41.53813827372754,23.292934580888872,8.0,7,16.0,1981.0,0.014423114,1,1,19,3806,4,900.0,0,3,1,234052.26552661308,1.0
7596,23,1.0,47.080100247481404,46.80798919400547,12.0,3,9.0,1977.0,0.014072961,1,1,2,475,0,900.0,0,0,1,96029.16787733519,1.0
13393,98,1.0,41.27061351984075,20.45594534035546,7.0,8,14.0,2003.0,0.195781053,1,1,23,5212,6,900.0,3,2,1,214733.34225833853,1.0
2221,170,1.0,35.390235379659565,21.675589451961883,5.0,3,5.0,1963.0,0.21843974,1,1,21,4472,6,1450.0,4,7,0,172795.8670771811,1.0
10103,94,1.0,35.28089402875877,23.35417623467495,6.0,11,11.0,1971.0,0.282797669,1,1,33,8667,2,900.0,0,6,1,148862.21017433386,0.0
2301,1,2.0,61.40005437465901,38.32395273497122,0.0,17,22.0,2016.0,0.007122317,1,1,1,264,0,900.0,0,1,1,199215.45222932714,1.0
6455,44,1.0,31.89348347603991,20.94667055523254,7.0,3,14.0,1973.0,0.175054867,1,1,36,10055,3,900.0,1,0,1,182946.36203104112,1.0
16334,1,1.0,42.41417613853096,26.473573976127803,1.0,14,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,156476.61434830475,1.0
3963,48,3.0,60.49673620327934,38.701932866274475,6.0,4,9.0,1980.0,0.041124634,1,1,46,9515,5,900.0,1,10,1,276349.9122838608,1.0
10065,5,2.0,54.477432041659135,31.149444195768496,7.0,14,22.0,1991.0,0.150817539,1,1,16,3433,4,2643.0,4,5,1,279119.9134223016,1.0
3203,23,2.0,56.21870163187176,35.089917852752194,1.0,3,3.0,1977.0,0.005767451,1,1,1,388,0,900.0,0,0,1,90303.66568299793,0.0
1982,28,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970.0,0.118537385,1,1,30,6207,1,1183.0,1,0,1,147636.76035604483,0.0
12393,11,2.0,57.322494472127154,31.78800632302188,10.0,5,16.0,1980.0,0.00016967599999999998,1,1,36,5992,0,900.0,1,1,1,242402.234569005,1.0
16601,88,2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975.0,0.127375905,1,1,43,8429,3,900.0,3,9,1,207641.6759898469,1.0
4191,1,2.0,65.02389875686265,40.58584064756209,1.0,10,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,197343.7979853104,1.0
7619,47,2.0,54.7873237643134,33.512142879434535,8.0,1,12.0,1978.0,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,100471.95261307227,0.0
7605,6,1.0,42.50553193590355,26.53059534681274,1.0,6,12.0,2014.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,113617.2195706784,1.0
9723,52,2.0,64.14115197487071,40.03485830243945,1.0,5,17.0,1977.0,0.371148999,1,1,34,7065,1,750.0,2,5,1,158148.93648361234,1.0
11398,62,1.0,41.19418849786451,25.71209665897665,0.0,6,13.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,114063.0920409234,1.0
3759,31,2.0,57.95597269122314,32.27257840039711,9.0,17,17.0,2001.0,0.151346216,1,0,32,5889,10,830.0,4,1,1,339414.5500190396,0.0
8443,57,2.0,45.96488978915266,29.141211816173783,5.0,7,10.0,1963.0,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,180538.89892241484,1.0
1063,77,1.0,42.67884386982604,23.918634033545928,8.0,14,17.0,1983.0,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,179784.4733339991,1.0
6925,27,2.0,64.92910276079539,63.30460517784749,10.0,15,17.0,2016.0,0.072157581,1,1,2,629,1,900.0,0,0,0,228584.00107195406,1.0
10362,27,2.0,79.22704893716298,49.4509933211431,0.0,9,13.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,167023.97314312926,1.0
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,243479.876105312,1.0
14675,74,1.0,52.45758937232919,52.4233445561041,0.0,18,21.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,160292.1637018166,1.0
9413,79,1.0,39.42966643301249,18.519732724337832,9.0,2,16.0,1981.0,0.16909109,1,1,19,3856,10,900.0,2,5,1,174952.64419069275,1.0
4014,6,2.0,63.184422013103685,61.14289377226982,1.0,17,17.0,2016.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,190762.98155043615,0.0
12246,9,1.0,50.299167150679395,24.3496040418,9.0,11,16.0,2006.0,0.136244425,1,1,11,2370,0,900.0,0,1,1,197101.04908793507,1.0
14020,34,1.0,47.90932737998546,42.78238540963264,1.0,2,5.0,2016.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,181167.64240357085,1.0
2435,85,4.0,65.55983414534953,47.696254952296684,6.0,6,9.0,1976.0,0.037177818,1,1,52,11217,1,2300.0,1,7,1,266989.0161418366,1.0
7758,156,1.0,39.24892718662953,21.592325047856093,7.0,13,17.0,2009.0,0.007658515,1,1,35,7077,56,2301.0,3,19,1,254236.32508556198,1.0
12162,69,1.0,39.252554812007496,19.394250723900626,7.0,1,16.0,1985.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,184737.9210694037,0.0
15600,108,2.0,49.888740020585054,31.603650465162,6.0,9,12.0,1974.0,0.0,1,1,23,3684,2,900.0,0,4,1,261086.02440592513,1.0
6832,96,2.0,62.78380934113364,35.222368111513255,10.0,5,10.0,1994.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,259293.02212247785,1.0
2952,169,2.0,58.433607265665074,31.08698930261341,8.0,3,14.0,1970.0,0.210473241,1,1,11,2398,2,1994.0,3,0,1,116661.59548998011,1.0
2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000.0,0.0,1,1,30,5562,0,900.0,0,5,0,267609.8272514647,1.0
7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979.0,0.194489265,1,1,47,8004,3,125.0,3,5,1,153038.21948532813,1.0
11248,27,2.0,54.583231282802906,33.320302288938066,11.0,2,9.0,2000.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,238779.44765093192,1.0
9613,148,3.0,127.48158341963554,79.56993242614756,1.0,16,16.0,2012.0,0.313924552,1,1,22,4625,11,3855.0,2,10,1,510700.4447348914,0.0
16674,94,2.0,47.145626414517814,30.738284138231354,5.0,11,14.0,1976.0,0.127375905,1,1,43,8429,3,900.0,3,9,1,210364.31471895878,1.0
3918,41,2.0,48.07704110377844,28.835116601308275,5.0,5,9.0,1968.0,0.175054867,1,1,36,10055,3,900.0,1,0,1,198183.07691950462,1.0
11902,128,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994.0,0.0,1,1,27,4798,0,30.0,2,8,1,243824.7929712899,1.0
13395,10,2.0,50.29076173681866,32.460809440510396,6.0,12,12.0,1973.0,0.089039719,1,1,33,7976,5,900.0,0,11,1,242107.0978653341,0.0
1836,144,2.0,49.0307877478954,31.91889562577639,8.0,2,5.0,1964.0,0.306977489,1,1,27,5148,14,1575.0,5,7,1,212786.0017001436,1.0
1671,120,3.0,58.57037093462771,37.434125981371615,5.0,4,5.0,1961.0,0.341071945,1,1,27,5664,48,2300.0,3,11,1,305732.5862953504,1.0
9558,39,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973.0,0.428825818,1,1,25,5011,8,730.0,0,2,1,156375.02000227175,1.0
13887,7,3.0,74.97105425768765,46.23924761599082,10.0,16,17.0,1987.0,0.0,1,1,23,5067,4,900.0,2,6,1,415398.5730306261,1.0
4280,34,2.0,61.33496777880346,38.28332776079729,1.0,26,29.0,2014.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,286564.4419718113,1.0
14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2,7.0,1998.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,217349.25658949924,1.0
13671,84,3.0,63.72823655447478,38.96093513166355,6.0,9,9.0,1971.0,0.14966637300000002,1,1,22,4789,2,4087.0,4,1,1,291058.0808994419,0.0
9753,23,1.0,41.84569772836166,26.118747910514877,1.0,14,17.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,110620.6293204901,1.0
13577,61,1.0,33.646711450929125,21.42355298005255,5.0,8,9.0,1975.0,0.300322518,1,1,52,10311,6,900.0,1,9,1,165018.9484643495,1.0
14756,1,1.0,50.61776843485736,46.505676134063826,1.0,10,24.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,175188.95821584578,1.0
3973,1,2.0,62.96990315347615,31.74561055395469,10.0,14,14.0,2014.0,0.007122317,1,1,1,264,0,900.0,0,1,1,92127.0617882676,0.0
13957,123,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005.0,0.0,1,1,47,11319,0,1145.0,3,5,1,274570.7175007904,1.0
11765,23,2.0,48.76013224783535,30.43451708062703,1.0,3,3.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,113250.42650034721,0.0
2930,9,2.0,62.34715418212179,38.91510218306494,1.0,6,9.0,1977.0,0.161531741,1,1,25,5648,1,30.0,2,4,1,184172.97563930124,1.0
6496,1,2.0,53.18796830353497,34.82049795088077,8.0,7,17.0,1990.0,0.025609157,1,1,33,5261,0,240.0,3,1,1,241419.59687217,1.0
8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984.0,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,270071.6195151077,1.0
9970,159,3.0,61.809021596554686,40.44472528024896,6.0,2,9.0,1972.0,0.015016892,1,1,17,3079,59,2890.0,0,8,1,378581.5411997035,1.0
3276,27,2.0,62.224569197974155,58.5039850086156,1.0,8,17.0,2016.0,0.017647053,1,1,2,469,0,900.0,0,0,1,192625.0493997445,1.0
6761,70,2.0,45.592912912750855,27.27845940340863,6.0,3,9.0,1981.0,0.002211665,1,1,39,7614,3,900.0,1,5,0,201121.07053639015,1.0
11448,39,1.0,35.683059286946204,18.662235067338923,7.0,12,12.0,1977.0,0.428825818,1,1,25,5011,8,730.0,0,2,1,150513.47488734513,0.0
12428,94,2.0,39.900424683233375,26.477223105164704,6.0,12,14.0,1982.0,0.282797669,1,1,33,8667,2,900.0,0,6,1,204804.84335521163,1.0
8583,129,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977.0,0.020741326,1,1,24,5613,5,1340.0,2,5,1,313452.5352345641,1.0
2516,3,1.0,42.145274302242434,21.304556088896693,10.0,3,14.0,1984.0,0.265088676,1,1,37,5288,0,1937.0,3,2,1,225889.6912453254,1.0
14635,95,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963.0,0.0,1,1,7,1660,39,1786.0,1,5,1,224746.81185663465,0.0
12377,27,2.0,60.44585456445121,37.72837169194832,1.0,13,16.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,213798.18515132746,1.0
14571,78,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011.0,0.092290642,1,1,21,4346,2,165.0,1,2,1,212821.6747251237,1.0
3975,1,2.0,65.00927913436703,40.57671554617201,1.0,9,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,186403.4841889536,1.0
14822,18,3.0,76.23513674330522,47.001817296653726,10.0,9,17.0,1997.0,0.0,1,1,30,5562,0,900.0,0,5,0,293371.9575586355,1.0
367,45,1.0,42.367288692851375,40.012528663007295,1.0,16,19.0,2015.0,0.195781053,1,1,23,5212,6,900.0,3,2,1,250466.98077681608,1.0
9703,15,4.0,98.68670312903869,57.307057812964345,15.0,10,17.0,2008.0,0.158249043,1,1,21,5731,0,900.0,1,0,1,373510.0571282724,1.0
10935,121,3.0,60.43816917856879,43.96785075861281,5.0,5,5.0,1965.0,0.212515361,1,1,19,3293,16,628.0,3,7,1,269680.638174428,0.0
5267,49,1.0,43.44426635232809,20.702408895355198,8.0,18,21.0,2010.0,0.020741326,1,1,24,5613,5,1340.0,2,5,1,168601.97480454494,1.0
8753,25,3.0,85.95230644639723,53.648684244048496,1.0,4,7.0,2017.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,309688.5926806599,1.0
11279,19,2.0,74.44137733392219,35.640269014040044,9.0,23,25.0,2004.0,0.000991363,1,1,33,6783,3,900.0,1,9,1,435909.1097547888,1.0
8691,1,2.0,55.2332130691251,34.474807369802114,1.0,13,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,184324.9008862336,1.0
16188,59,2.0,61.50213443093715,33.12142623794768,10.0,5,17.0,1985.0,0.019508796,1,1,37,7687,11,176.0,5,5,1,354879.4031837641,1.0
10337,28,2.0,43.771829534570266,33.24216720327902,5.0,3,9.0,1968.0,0.118537385,1,1,30,6207,1,1183.0,1,0,1,203425.39606435495,1.0
12087,2,3.0,60.15940612151951,46.35452671851282,5.0,4,9.0,1968.0,0.309479124,1,1,35,7715,4,990.0,0,6,1,317296.3052996641,1.0
6072,6,1.0,65.10201679019049,64.62260302448165,1.0,10,13.0,2015.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,175899.97828362975,1.0
6600,96,1.0,35.99013769288014,18.12583002371395,1.0,1,9.0,1978.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,155312.29482522552,0.0
10726,27,3.0,89.6929642467968,87.62381427680403,1.0,13,13.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,265978.8377804947,0.0
3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007.0,0.019508796,1,1,37,7687,11,176.0,5,5,1,146061.7305650271,1.0
15386,127,2.0,45.92367266158226,26.177752782849087,5.0,3,5.0,1967.0,0.486245621,1,1,13,2514,19,900.0,0,6,1,176480.46517329663,1.0
12613,6,2.0,65.49667436641931,40.88093208191715,1.0,5,17.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,180727.64354109476,1.0
3749,85,1.0,42.19894558704247,20.794835924374308,10.0,16,22.0,1987.0,0.037177818,1,1,52,11217,1,2300.0,1,7,1,87182.52338492699,1.0
6172,27,2.0,92.40000684071423,92.06923622776027,10.0,2,5.0,1977.0,0.07542368,1,1,11,3097,0,900.0,0,0,1,116942.67104480596,1.0
8173,56,1.0,40.812877553246935,23.09788779329753,10.0,10,22.0,1999.0,0.0,1,1,23,5067,4,900.0,2,6,1,292718.3126005229,1.0
14901,31,2.0,62.30129218800013,30.388568968400406,10.0,11,12.0,2008.0,0.151346216,1,0,32,5889,10,830.0,4,1,1,427526.00361512345,1.0
9742,1,2.0,63.672610618053405,39.7424097533962,1.0,11,17.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,194510.14788951524,1.0
12256,169,1.0,33.25798132827507,18.181442895582567,5.0,7,9.0,1967.0,0.17891679600000002,1,1,18,3594,4,192.0,1,5,1,201616.27389759172,1.0
3839,31,3.0,78.47198680838288,52.70682355093004,8.0,6,9.0,1957.0,0.151346216,1,0,32,5889,10,830.0,4,1,1,419692.97803382436,1.0
10835,61,2.0,45.586982489186994,34.682385480990014,5.0,5,5.0,1962.0,0.298204575,1,1,16,4048,3,900.0,1,3,1,177434.7589711046,0.0
5460,74,1.0,50.145176202730894,31.299017276984866,1.0,8,12.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,171901.0874084269,1.0
13759,109,1.0,40.117363791934814,21.391897654599497,10.0,5,22.0,1982.0,0.0,1,1,25,5027,4,46.0,1,1,1,239038.59002294773,1.0
14787,34,2.0,60.366625674269216,57.70914937562125,10.0,20,23.0,2017.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,241737.8084974161,1.0
9892,62,2.0,71.3047632136293,44.50615562166789,1.0,13,20.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,170564.40872038715,1.0
3287,27,3.0,92.88554386930149,91.64224916672009,13.0,7,17.0,2015.0,0.072157581,1,1,2,629,1,900.0,0,0,0,206780.54887701644,1.0
7967,9,1.0,37.470195242427614,21.485797280082046,7.0,12,17.0,1993.0,0.069753361,1,1,53,13670,4,900.0,1,11,1,187899.22196065105,1.0
10666,94,1.0,37.98575172539788,20.142098703933197,9.0,8,16.0,1974.0,0.521867054,1,1,25,6149,0,900.0,0,0,1,137656.12292446892,1.0
8141,46,2.0,69.80461247985367,33.82966008436593,12.0,13,16.0,2014.0,0.188783766,1,1,31,6137,4,900.0,0,1,1,465067.06588342227,1.0
11417,17,1.0,40.090754550200884,22.393898211263426,8.0,6,16.0,1980.0,0.093442564,1,1,23,4635,5,3300.0,2,4,1,145941.55533360448,1.0
14141,23,2.0,57.69961907981183,36.014259221131724,10.0,2,5.0,1977.0,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,114168.53270326485,1.0
9870,62,1.0,51.83147294769089,32.35154984245528,1.0,5,8.0,2015.0,0.072157581,1,1,2,629,1,900.0,0,0,0,131797.47228439266,1.0
4954,23,1.0,44.647897567499456,41.555841756681,1.0,9,25.0,1977.0,0.075778755,1,1,6,1437,3,900.0,0,2,1,123749.81125374605,1.0
14109,62,1.0,47.57727953765478,43.123508338822525,1.0,6,9.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,128813.57022387734,1.0
14258,44,2.0,44.51140745026622,29.84746226754347,5.0,6,9.0,1960.0,0.122190486,1,1,25,4724,2,1308.0,1,3,1,189407.27604070996,1.0
15848,23,3.0,70.21457474548518,49.364085027187826,9.0,3,6.0,2017.0,0.005767451,1,1,1,388,0,900.0,0,0,1,111389.48105876287,1.0
16779,27,3.0,51.991064354455396,32.45116170097954,1.0,22,25.0,1977.0,0.072157581,1,1,2,629,1,900.0,0,0,0,174687.5661862937,1.0
15585,85,1.0,44.03852399189157,40.435804444916094,1.0,15,22.0,1982.0,0.037177818,1,1,52,11217,1,2300.0,1,7,1,202321.23147284004,1.0
3522,6,1.0,66.41984149373265,41.45714351550567,1.0,2,5.0,1977.0,0.243204519,1,1,5,1564,0,540.0,0,0,1,193361.2298149829,1.0
4263,27,1.0,54.25519113954791,51.135218544797326,0.0,5,5.0,2017.0,0.072157581,1,1,2,629,1,900.0,0,0,0,147040.22612039236,0.0
14264,119,2.0,45.222689730275285,33.485942821149045,5.0,6,9.0,1968.0,0.000995363,1,1,42,7651,1,900.0,1,5,1,186508.20856483802,1.0
658,99,2.0,47.01806447731696,28.62867586845311,6.0,7,9.0,1971.0,0.012338886,1,1,35,5776,1,2078.0,2,4,1,218392.93428619305,1.0
6635,96,2.0,57.6391671539191,34.8831258893622,8.0,3,9.0,1999.0,0.041116354,1,1,53,14892,4,900.0,1,4,1,144400.25776795662,1.0
14805,41,2.0,54.4778683522394,33.34848235863591,8.0,7,12.0,1983.0,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,224277.83102613143,1.0
16391,57,2.0,56.38477330543139,30.57114898010994,8.0,4,12.0,1983.0,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,213877.55976290046,1.0
7023,1,2.0,71.0055747817242,44.319411758979825,0.0,11,14.0,1977.0,0.007122317,1,1,1,264,0,900.0,0,1,1,245130.10663746108,1.0
8203,98,2.0,47.69890152322699,32.685700152832595,5.0,4,5.0,1962.0,0.195781053,1,1,23,5212,6,900.0,3,2,1,189565.89794984864,1.0
15919,47,2.0,49.285200889669326,31.84773289921996,6.0,7,12.0,1977.0,0.298204575,1,1,16,4048,3,900.0,1,3,1,204117.83359830946,1.0
4747,7,3.0,81.46790925974453,76.64618193917562,10.0,19,22.0,2010.0,0.035145267,1,1,42,9292,3,2620.0,0,3,1,477665.5829146461,1.0
6523,52,1.0,32.827650993401186,18.07025420741528,5.0,1,9.0,1966.0,0.371148999,1,1,34,7065,1,750.0,2,5,1,120670.10176628393,0.0
81,47,2.0,56.922116009244824,30.73443216951549,8.0,13,16.0,1981.0,0.101872465,1,1,23,4583,3,900.0,3,3,1,254013.43464408853,1.0
